WKT,nama,deskripsi
"POLYGON ((106.8233175 -6.1716209, 106.8230171 -6.1798128, 106.8234033 -6.1803248, 106.8309564 -6.1801115, 106.8311281 -6.1795142, 106.8303985 -6.1787888, 106.830656 -6.1784048, 106.8299694 -6.1776368, 106.8298406 -6.1733702, 106.829154 -6.1728582, 106.8291969 -6.1717489, 106.8233175 -6.1716209))",taman monas,
