WKT,nama,deskripsi
"POLYGON ((106.798192 -6.2146912, 106.7982779 -6.220536, 106.8030844 -6.2225839, 106.8050156 -6.224589, 106.808835 -6.2219439, 106.8082771 -6.221304, 106.8081913 -6.2157151, 106.8061743 -6.2154165, 106.8061314 -6.212942, 106.798192 -6.2146912))",glora bung karno,
