WKT,nama,deskripsi
"POLYGON ((106.8509434 -6.2328694, 106.8506859 -6.233744, 106.8507717 -6.2345119, 106.8515442 -6.2349385, 106.8523381 -6.2354505, 106.85266 -6.2361757, 106.8521021 -6.2381808, 106.8517159 -6.2399726, 106.8527244 -6.2421909, 106.8540118 -6.2420416, 106.8530677 -6.2404845, 106.8530462 -6.239354, 106.8533252 -6.2386074, 106.85369 -6.2367516, 106.8533466 -6.2346826, 106.852896 -6.2350239, 106.8525527 -6.2335734, 106.8512867 -6.2334027, 106.8514369 -6.2330614, 106.8509434 -6.2328694))",tebet echo park,
