WKT,nama,deskripsi
"POLYGON ((110.0274063 -7.8961089, 110.3281571 -8.0239544, 110.4297806 -8.1028178, 110.601442 -8.1449626, 110.7016922 -8.2006957, 110.8349015 -8.2115695, 110.8129288 -8.1490409, 110.7909562 -8.1544786, 110.7442643 -8.0443516, 110.7827164 -7.8648215, 110.7703568 -7.8280898, 110.7442643 -7.8090424, 110.6934525 -7.8022396, 110.6618668 -7.7967972, 110.5849625 -7.810403, 110.5492569 -7.8022396, 110.5011917 -7.7641417, 110.4435135 -7.5518191, 110.3927018 -7.5885748, 110.2951981 -7.6593546, 110.2677323 -7.7069883, 110.266359 -7.6416608, 110.1400162 -7.6471051, 110.1207901 -7.6729648, 110.1400162 -7.6988229, 110.1111771 -7.7736665, 110.0809647 -7.7913548, 110.0274063 -7.8961089))",yogyakarta,
