WKT,nama,deskripsi
"POLYGON ((106.7458664 -6.3635713, 106.7386566 -6.3918908, 106.7410599 -6.4028087, 106.7314469 -6.4260085, 106.7314469 -6.4451134, 106.7520462 -6.4423842, 106.7716156 -6.4553479, 106.8021714 -6.4475015, 106.8210541 -6.446478, 106.8564164 -6.4573948, 106.877359 -6.4471603, 106.8907486 -6.4488661, 106.8948685 -6.422938, 106.8934952 -6.3877965, 106.8907486 -6.3751723, 106.8691193 -6.3605005, 106.8485199 -6.345487, 106.8426834 -6.3468519, 106.8303238 -6.3587944, 106.8193375 -6.3591356, 106.8080078 -6.3686894, 106.7913618 -6.3629431, 106.7891251 -6.3523114, 106.7757355 -6.3468519, 106.7640625 -6.3584532, 106.7458664 -6.3635713))",depok,
