WKT,nama,deskripsi
"POLYGON ((106.9678297 -6.0919537, 106.7220106 -6.0892226, 106.6842451 -6.0987813, 106.6993513 -6.1076571, 106.6842451 -6.1192637, 106.6876784 -6.1376972, 106.688365 -6.1725142, 106.7240706 -6.1916285, 106.7123976 -6.2216638, 106.7384901 -6.2243942, 106.7508497 -6.2544276, 106.7481032 -6.2694437, 106.7618361 -6.2803642, 106.7762556 -6.3158543, 106.8092146 -6.3151718, 106.7913618 -6.3499771, 106.7913618 -6.3629431, 106.8009749 -6.3656728, 106.8147078 -6.3554365, 106.8311873 -6.3554365, 106.8359938 -6.3445176, 106.8483534 -6.3404229, 106.8888655 -6.3697672, 106.9135847 -6.3745441, 106.9238844 -6.302887, 106.9094649 -6.2912845, 106.905345 -6.258523, 106.9444838 -6.2455543, 106.9465437 -6.2257594, 106.9712629 -6.1895806, 106.9678297 -6.0919537))",jakarta,
